"TOA5","MarMenorIP","CR1000X","25703","CR1000X.Std.06.00","CPU:MarMenor7-final.CR1X","33968","Output60min"
"TIMESTAMP","RECORD","Air_Temp_HS_Avg","RelHumidity_Avg","Vapor_Pressure_Avg","WS_ms_Avg","WS_ms_Std","WS_ms_Max","WS_ms_TMx","WS3_Avg","ThermTemp1_Avg","WTemp_C1_Avg","SDI_Temp_1m","ThermTemp2_Avg","ThermTemp3_Avg","ThermTemp4_Avg","WTemp_C2_Avg","SDI_Temp_3m","ThermTemp5_Avg","ThermTemp6_Avg","SDI_Temp_6m","WTemp_C3_Avg","O2_sat1_Avg","O2_sat2_Avg","O2_sat3_Avg","O2_conc1_Avg","O2_conc2_Avg","O2_conc3_Avg","SDI_Cond_1m","SDI_Cond_3m","SDI_Cond_6m","SDI_TempCorrCond_1m","SDI_TempCorrCond_3m","SDI_TempCorrCond_6m","SDI_Salinity_1m","SDI_Salinity_3m","SDI_Salinity_6m","Mean_Chl_ugl","Mean_Turb_NTU","SB_Cond_1m","SB_Temp_1m","SB_Press_1m","SB_Cond_6m","SB_Temp_6m","SB_Press_6m"
"TS","RN","Deg C","Percent","kPa","meters/second","meters/second","meters/second","meters/second","(meters/second)","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Percent","Percent","Percent","mg/l","mg/l","mg/l","uS/cm","uS/cm","uS/cm","uS/cm 25C","uS/cm 25C","uS/cm 25C","","","","ug/l","NTU","","","","","",""
"","","Avg","Avg","Avg","Avg","Std","Max","TMx","Avg","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Smp","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-09-08 15:00:00",2672,25.46597,74.199,2.41599,4.194,0.565,5.625,"2023-09-08 14:34:00",77.80405,28.1818,28.02289,27.96,28.25752,28.21879,28.24885,27.75871,27.85,28.0518,"NAN",27.64,27.87577,93.70218,106.1841,93.59255,7.331492,8.347065,7.342009,64451.18,62296.29,65121.5,60945.22,58929.9,61842.45,40.43303,38.98102,41.07947,-1.325881,30.73723,7.687945,28.01053,0.6072,6.892594,27.75545,4.9892
"2023-09-08 16:00:00",2673,25.29102,76.23016,2.456449,4.648,0.481,5.925,"2023-09-08 15:42:30",103.6301,28.17418,28.01355,27.86,28.26061,28.23983,28.28768,27.79402,27.89,28.11854,"NAN",27.51,27.94971,95.59643,108.4502,95.49876,7.480953,8.51987,7.481756,64547.5,62445.05,65243.71,61142.5,59050.51,62120.88,40.57516,39.06792,41.28008,-1.368139,9.938821,7.677794,27.95983,0.6106,6.914177,27.89295,5.0078
"2023-09-08 17:00:00",2674,25.3275,74.2047,2.396373,4.806,0.485,5.975,"2023-09-08 16:13:30",114.4065,28.19893,28.04141,27.93,28.288,28.27126,28.32891,27.86808,27.88,28.30955,"NAN",27.65,28.0239,99.12703,111.2699,97.74525,7.753411,8.729939,7.647702,64491.2,62367.68,65401.5,61009.49,58983.66,62100.96,40.47934,39.01975,41.26572,-1.374776,14.18231,7.690181,28.0209,0.6094,6.924798,27.9682,5.0176
"2023-09-08 18:00:00",2675,25.28327,74.93775,2.413658,4.999,0.575,6.475,"2023-09-08 17:37:30",129.9072,28.17265,28.01334,27.89,28.2629,28.24873,28.30719,27.99105,27.83,28.30956,"NAN",27.65,28.01029,99.79935,107.2042,97.94599,7.809884,8.392712,7.665253,64390.42,62304.57,65499.29,60955.46,58957.16,62184.46,40.44041,39.00066,41.32588,-1.375216,10.48762,7.684418,27.98059,0.5883,6.931186,27.9915,4.9971
"2023-09-08 19:00:00",2676,25.28206,73.53764,2.368431,4.393,0.628,5.95,"2023-09-08 18:14:30",90.01152,28.13441,27.97805,27.8,28.22228,28.20867,28.26801,27.99366,27.95,28.28107,"NAN",27.88,27.97905,100.7045,104.749,97.97211,7.885628,8.200068,7.671532,64468.23,62194.1,65434.83,61137.39,58736.5,61859.02,40.57149,38.84167,41.09141,-1.361911,4.966565,7.679717,27.94099,0.6107,6.926059,27.9526,4.9998
"2023-09-08 20:00:00",2677,25.23498,72.92078,2.341948,3.888,0.473,5.1,"2023-09-08 19:03:00",61.40236,28.09242,27.93814,27.8,28.1854,28.17063,28.22653,27.95325,27.77,28.24024,"NAN",27.79,27.94391,99.64293,103.8937,96.99681,7.808014,8.13893,7.59989,64321.48,62222.66,65402.97,61006.02,58997.82,61928.37,40.47684,39.02995,41.14137,-1.495514,2.393751,7.672275,27.89954,0.6037,6.921292,27.91197,4.9899
"2023-09-08 21:00:00",2678,25.22499,74.12814,2.379343,4.067,0.484,5.1,"2023-09-08 20:09:30",70.09944,28.05393,27.90202,27.74,28.14654,28.12911,28.18532,27.91484,27.7,28.19989,"NAN",27.73,27.90757,98.24789,102.5798,96.35362,7.703624,8.041462,7.554352,64279.98,62151.28,65348.91,61046.98,58959.57,61957.93,40.50635,39.0024,41.16267,-1.485046,3.225934,7.665764,27.86238,0.6029,6.916445,27.87331,4.9993
"2023-09-08 22:00:00",2679,25.20111,74.5823,2.390477,4.288,0.524,5.475,"2023-09-08 21:32:00",82.3677,28.01698,27.86255,27.72,28.10649,28.09254,28.1492,27.87592,27.67,28.1615,"NAN",27.76,27.86887,97.44511,101.5774,95.76412,7.646027,7.968388,7.513287,64206.61,62040.09,65294.85,60987.36,58901.18,61887.36,40.46339,38.96033,41.11182,-1.49145,5.103415,7.6613,27.82289,0.603,6.911792,27.83668,5.0044
"2023-09-08 23:00:00",2680,25.08857,76.59648,2.438623,4.552,0.444,5.825,"2023-09-08 22:24:30",97.01913,27.97354,27.82094,27.65,28.06083,28.0439,28.09698,27.83661,27.66,28.11351,"NAN",27.65,27.82113,97.01743,101.3374,95.01002,7.618083,7.95509,7.460432,64194.03,61986.77,65231.88,61062.04,58898.04,61925.79,40.5172,38.95806,41.13952,-1.487003,10.28939,7.656354,27.78788,0.6091,6.908049,27.80572,4.9835
"2023-09-09 00:00:00",2681,25.06945,77.51538,2.46516,4.828,0.607,6.225,"2023-09-08 23:31:00",117.8173,27.94666,27.79577,27.7,28.03648,28.02141,28.07511,27.80909,27.59,28.08937,"NAN",27.62,27.79979,95.76202,99.66822,94.22665,7.522865,7.827878,7.401721,64090.27,61921.35,65202.99,60901.02,58894.78,61964.59,40.40118,38.95571,41.16747,-1.504219,4.974779,7.656394,27.77046,0.6108,6.903671,27.77336,4.9932
"2023-09-09 01:00:00",2682,25.07377,77.12291,2.453292,4.211,0.558,5.275,"2023-09-09 00:24:00",78.52702,27.9191,27.76537,27.65,28.00443,27.98806,28.04057,27.77051,27.62,28.05276,"NAN",27.51,27.76438,94.28303,98.73401,92.64434,7.410671,7.759817,7.281996,64005.78,61851.5,65203.71,60880.31,58794.78,62092.62,40.38626,38.88367,41.25971,-1.502475,6.973477,7.650079,27.72213,0.6069,6.89811,27.72786,4.9714
"2023-09-09 02:00:00",2683,25.05953,76.4864,2.43097,4.268,0.455,5.275,"2023-09-09 01:00:30",80.37743,27.86994,27.71809,27.6,27.95877,27.94528,27.99734,27.73019,27.6,28.01187,"NAN",27.7,27.72118,94.5419,98.79797,91.56499,7.437263,7.770401,7.202683,63976.14,61772.62,65121.5,60900.25,58743.67,61768.7,40.40063,38.84685,41.02634,-1.508627,5.223963,7.643829,27.68215,0.6054,6.893805,27.69813,4.9873
"2023-09-09 03:00:00",2684,25.02047,75.21516,2.385002,3.794,0.512,5.475,"2023-09-09 02:06:30",57.61776,27.85236,27.70294,27.72,27.94219,27.92533,27.97769,27.70798,27.52,27.9897,"NAN",27.51,27.70186,93.14898,97.52808,92.30948,7.329654,7.673548,7.263733,63936.13,61697.47,65108.15,60732.35,58754.59,62004.63,40.27966,38.85471,41.19632,-1.505693,16.43468,7.642451,27.67296,0.592,6.890905,27.67567,4.989
"2023-09-09 04:00:00",2685,25.01641,75.39742,2.390229,3.505,0.498,4.625,"2023-09-09 03:20:30",45.68036,27.81727,27.66614,27.48,27.90565,27.88943,27.94094,27.66992,27.44,27.95256,"NAN",27.28,27.66448,91.82761,97.02956,90.63721,7.230404,7.63949,7.136896,63907.22,61759.86,65015.58,60981.63,58911.41,62190.04,40.45926,38.9677,41.3299,-1.495516,8.186854,7.634322,27.61328,0.5978,6.885438,27.63155,4.9879
"2023-09-09 05:00:00",2686,25.03497,74.30422,2.357775,3.037,0.488,4.075,"2023-09-09 04:59:30",30.16422,27.77683,27.62782,27.48,27.86814,27.85192,27.90263,27.63861,27.37,27.91647,"NAN",27.47,27.6265,91.5168,96.78212,91.0635,7.210841,7.624248,7.175291,63842.01,61620.08,65143,60917.97,58856.29,62091.2,40.41339,38.92799,41.25869,-1.485299,30.91589,7.63287,27.59034,0.594,6.881823,27.60604,4.9809
"2023-09-09 06:00:00",2687,23.86521,84.2262,2.4922,4.036,0.275,4.575,"2023-09-09 05:12:30",66.64522,27.76043,27.60573,27.4,27.84586,27.82871,27.87984,27.61383,27.47,27.89308,"NAN",27.48,27.60084,91.70201,95.92422,91.54751,7.228274,7.559991,7.216722,63793.86,61528.42,65117.79,60975.6,58647.86,62043.09,40.45492,38.77781,41.22403,-1.487332,34.23133,7.628695,27.56682,0.6066,6.878379,27.57999,4.9689
"2023-09-09 07:00:00",2688,24.07143,83.68781,2.50722,5.18,0.47,6.25,"2023-09-09 06:37:30",142.3882,27.72908,27.57504,27.49,27.81733,27.80062,27.85101,27.58737,27.4,27.86553,"NAN",27.32,27.57205,91.14903,95.06532,92.10521,7.188606,7.495824,7.264403,63773.83,61421.73,64996.32,60838.28,58643.15,62100.21,40.35598,38.77442,41.26518,-1.49641,27.99999,7.624588,27.54718,0.5865,6.875018,27.55263,5.0034
"2023-09-09 08:00:00",2689,24.10275,84.12528,2.525027,5.739,0.438,6.6,"2023-09-09 07:28:00",192.3042,27.70282,27.5498,27.52,27.79099,27.77679,26.54431,27.56567,27.49,27.8446,"NAN",27.47,27.55092,90.81232,94.28078,90.60533,7.16527,7.43684,7.148794,63689.36,61359.37,64865.95,60740.19,58469.68,61830.02,40.28531,38.64944,41.07052,-1.344878,29.81654,7.624125,27.53085,0.6006,6.873796,27.54309,4.9136
"2023-09-09 09:00:00",2690,24.34009,83.30674,2.536341,5.474,0.415,6.35,"2023-09-09 08:17:30",166.8825,27.69035,27.53773,27.36,27.77867,27.76064,26.64222,27.54551,27.6,27.8264,"NAN",27.46,27.53098,90.21793,94.21079,89.10479,7.119902,7.433988,7.032913,63747.89,61331.56,64887.44,60968.94,58307.26,61852.38,40.45012,38.53242,41.08662,-1.354329,21.74377,7.622988,27.5242,0.6082,6.871153,27.52217,5.0215
"2023-09-09 10:00:00",2691,24.63359,81.96091,2.539535,4.715,0.433,5.775,"2023-09-09 09:59:30",107.4643,27.69369,27.54022,27.47,27.78163,27.76444,27.8181,27.54517,27.41,27.83094,"NAN",27.3,27.53364,90.87218,95.08241,91.31612,7.171216,7.502806,7.207092,63698.98,61357.13,64859.32,60826.47,58565.41,61999.48,40.34747,38.71841,41.1926,-1.354106,24.05145,7.623221,27.53404,0.5956,6.872293,27.53512,4.9862
"2023-09-09 11:00:00",2692,25.25269,76.17432,2.447584,5.383,0.626,6.925,"2023-09-09 10:26:30",162.321,27.72737,27.57278,27.45,27.81839,27.79861,27.85084,27.57066,27.47,27.86123,"NAN",27.53,27.5645,92.09127,96.75123,92.60315,7.263207,7.631021,7.304655,63804.97,61239.16,64912.64,60918.09,58381.5,61798.99,40.41348,38.5859,41.04816,-1.402497,12.09017,7.627696,27.57922,0.6097,6.875593,27.56385,5.0246
"2023-09-09 12:00:00",2693,25.51412,72.03182,2.352167,5.52,0.539,6.7,"2023-09-09 11:23:30",173.0208,27.77329,27.61778,27.54,27.86295,27.83775,27.8876,27.60318,27.5,27.8925,"NAN",27.38,27.59707,93.24363,100.5638,93.80975,7.348209,7.927129,7.395544,63915.39,61278.99,64948.19,60924.42,58388.95,62005.41,40.41805,38.59127,41.19688,-1.341794,0.1137775,7.633298,27.63266,0.6137,6.879949,27.60041,4.99
"2023-09-09 13:00:00",2694,25.56227,72.95689,2.389168,5.862,0.532,6.925,"2023-09-09 13:00:00",206.4001,27.8377,27.68339,27.54,27.92551,27.90478,27.95918,27.64459,27.61,27.95644,"NAN",27.46,27.66754,94.82809,102.493,95.60725,7.464363,8.073266,7.527816,64032.47,61297,65019.26,61040.6,58269.3,61961.74,40.50175,38.50507,41.16542,-1.245001,7.714212,7.643695,27.69805,0.6116,6.887806,27.658,5.0036
"2023-09-09 14:00:00",2695,25.58772,74.56131,2.445416,6.202,0.524,7.275,"2023-09-09 13:39:00",243.6855,27.89659,27.73931,27.67,27.9802,27.95605,28.00624,27.69916,27.54,27.99298,"NAN",27.66,27.70761,97.64367,107.2244,99.60183,7.678363,8.437763,7.836756,63936.11,61315.03,65045.95,60801.77,58368.9,61752.8,40.32967,38.57683,41.01488,-1.14863,16.93577,7.652364,27.74977,0.5811,6.892468,27.70049,5.0103
"2023-09-09 15:00:00",2696,25.65284,74.55785,2.454792,6.723,0.465,7.85,"2023-09-09 14:09:30",308.2478,27.93967,27.78262,27.71,28.02416,28.00559,28.06217,27.75168,27.56,28.05432,"NAN",27.66,27.76702,100.8605,111.401,102.5821,7.925237,8.758261,8.06274,63968.02,61368.39,65093.35,60776.43,58398.9,61806.5,40.31142,38.59844,41.05357,-1.355229,24.53932,7.655297,27.77743,0.6086,6.898486,27.7546,4.9892
"2023-09-09 16:00:00",2697,25.68806,75.57791,2.493568,7.369,0.504,8.58,"2023-09-09 15:33:30",405.8526,27.96573,27.81074,27.67,28.051,28.03597,28.09665,27.80305,27.69,28.09814,"NAN",27.74,27.80484,104.6469,114.1194,105.6551,8.218651,8.963832,8.298712,64002.09,61416.46,65131.14,60846.54,58285.39,61746.78,40.36193,38.51666,41.01054,-1.362792,24.57479,7.657807,27.81153,0.5798,6.905759,27.81383,4.9708
"2023-09-09 17:00:00",2698,25.72491,76.14561,2.517764,7.118,0.499,8.3,"2023-09-09 16:33:30",365.9532,27.99877,27.84359,27.74,28.08576,28.0714,28.13412,27.85685,27.89,28.14234,"NAN",27.73,27.84294,107.5291,111.7528,107.7944,8.440097,8.769552,8.46102,64012.47,61439.76,65200.02,60788.91,58122.59,61804.91,40.3204,38.39936,41.05242,-1.363404,20.30062,7.662768,27.84303,0.5964,6.910201,27.84829,4.9762
"2023-09-09 18:00:00",2699,25.76495,76.64263,2.540292,6.747,0.502,7.875,"2023-09-09 17:15:30",312.1948,28.01986,27.86344,27.75,28.10481,28.09012,26.98735,27.87755,27.72,28.16265,"NAN",27.66,27.8626,107.9768,112.313,108.753,8.472264,8.810287,8.53329,64114.74,61330.83,65194.84,60883.37,58173.51,61909.53,40.38847,38.43605,41.1278,-1.455807,20.69105,7.66496,27.85324,0.6161,6.910811,27.85582,4.9514
"2023-09-09 19:00:00",2700,25.74928,77.10046,2.553052,6.163,0.559,7.25,"2023-09-09 18:01:30",239.8557,28.01423,27.85667,27.58,28.09766,28.08226,28.14386,27.87151,27.71,28.15772,"NAN",27.86,27.85627,106.7789,111.4299,108.2289,8.379273,8.741952,8.49312,63953.91,61251.93,65130.39,60890.52,58117.37,61591.8,40.39362,38.3956,40.89888,-1.456093,8.646973,7.661818,27.82834,0.6037,6.90779,27.83338,4.9725
"2023-09-09 20:00:00",2701,25.64027,78.75619,2.591043,5.405,0.535,6.425,"2023-09-09 19:33:00",162.5313,27.98725,27.83278,27.76,28.07265,28.05733,28.11848,27.86016,27.76,28.13266,"NAN",27.6,27.83503,105.8223,108.2811,107.0167,8.307724,8.496671,8.401153,63979.09,61297.01,65200.03,60728.66,58095.46,61964.27,40.277,38.37981,41.16724,-1.533023,18.21814,7.656735,27.79582,0.623,6.912557,27.83049,4.9621
"2023-09-09 21:00:00",2702,25.62893,79.20821,2.604179,5.191,0.487,6.3,"2023-09-09 20:25:00",143.5627,27.96235,27.8081,27.69,28.04715,28.03137,28.09284,27.84242,27.59,28.10745,"NAN",27.6,27.81106,104.2851,101.5527,105.2199,8.190624,7.971168,8.263618,63896.86,61205.35,65194.11,60712.51,58202.63,61971.05,40.26537,38.45703,41.17213,-1.561678,16.18956,7.653402,27.77593,0.6072,6.912138,27.80375,4.9878
"2023-09-09 22:00:00",2703,25.62737,78.72573,2.588047,5.113,0.524,6.1,"2023-09-09 21:12:30",137.8879,27.92682,27.77077,27.59,28.01038,27.99292,28.05322,27.80926,27.61,28.06881,"NAN",27.59,27.77159,103.0326,100.7879,104.0207,8.097612,7.915832,8.175147,63925.01,61123.46,65045.21,60865.84,58109.71,61848.52,40.37584,38.39008,41.08385,-1.525573,17.33395,7.649478,27.73575,0.6187,6.901844,27.75485,4.9832
"2023-09-09 23:00:00",2704,25.66024,77.6261,2.556923,5.007,0.446,6.55,"2023-09-09 22:01:30",128.5262,27.90367,27.75025,27.54,27.98855,27.97276,28.03208,27.79318,27.57,28.04779,"NAN",27.55,27.75219,101.1515,97.12482,101.8874,7.952671,7.630291,8.010249,63770.85,61062.58,65020.79,60772.35,58101.39,61855.25,40.30848,38.38409,41.08869,-1.559678,7.587066,7.64944,27.72688,0.6121,6.900313,27.73996,5.0005
"2023-09-10 00:00:00",2705,25.60332,78.14294,2.565242,4.604,0.572,6.15,"2023-09-09 23:21:30",102.1407,27.87761,27.72332,27.52,27.96127,27.94594,28.00411,27.74221,27.65,28.01886,"NAN",27.52,27.72294,98.35885,100.705,100.2356,7.736807,7.918766,7.884481,63780.51,60955.15,64973.34,60829.33,57916.4,61849.45,40.34953,38.25081,41.08452,-1.57049,6.327796,7.645816,27.69015,0.6122,6.892483,27.69868,4.9907
"2023-09-10 01:00:00",2706,25.59083,76.90023,2.522599,4.421,0.431,5.45,"2023-09-10 00:17:30",88.88522,27.84768,27.69175,27.52,27.93074,27.91381,27.97184,27.69712,27.43,27.98554,"NAN",27.54,27.68976,98.35761,103.0312,99.6533,7.741049,8.108105,7.843305,63793.1,60900.3,64927.43,60819.87,58108.75,61766.79,40.34272,38.38939,41.02496,-1.555407,21.19939,7.639982,27.65327,0.6072,6.887718,27.6622,4.9957
"2023-09-10 02:00:00",2707,25.56812,76.68614,2.512126,4.463,0.532,5.575,"2023-09-10 01:23:30",92.60708,27.80378,27.64912,27.4,27.88912,27.87325,27.93066,27.6608,27.45,27.9464,"NAN",27.37,27.64844,97.77322,102.3364,99.771,7.700885,8.058626,7.858328,63731.6,60925.84,64865.21,60879.12,58109.69,61923.07,40.38541,38.39007,41.13755,-1.551085,23.90384,7.636726,27.61111,0.6101,6.881845,27.6147,4.9741
"2023-09-10 03:00:00",2708,25.42617,77.77362,2.525211,4.804,0.626,6.15,"2023-09-10 02:19:30",116.4224,27.77702,27.62206,27.44,27.86153,27.84431,27.87725,27.62924,27.41,27.91664,"NAN",27.36,27.61759,97.68736,101.525,98.3532,7.697823,7.99921,7.750907,63648.59,60731.25,64874.85,60770.25,57973.42,61947.39,40.30696,38.29189,41.15508,-1.560763,36.15857,7.634873,27.59672,0.6105,6.879674,27.59556,4.9711
"2023-09-10 04:00:00",2709,24.30605,85.30753,2.591958,4.965,0.389,5.9,"2023-09-10 03:08:00",124.62,27.75226,27.59645,27.51,27.83684,27.82006,27.87681,27.60356,27.45,27.8891,"NAN",27.37,27.5904,96.52929,100.4787,97.8203,7.610031,7.920385,7.712642,63659.71,60635.85,64763.74,60721.37,57821.32,61844.7,40.27175,38.1823,41.08109,-1.626937,35.42828,7.63341,27.5794,0.6082,6.876672,27.57011,4.9594
"2023-09-10 05:00:00",2710,23.99008,85.74257,2.556195,4.339,0.336,5.2,"2023-09-10 05:00:00",83.15047,27.73028,27.5737,27.45,27.81433,27.79864,27.85712,27.58274,27.37,27.87015,"NAN",27.46,27.57046,95.06575,98.79678,96.80043,7.497681,7.79069,7.634934,63546.3,60578.73,64769.65,60675.53,57863.24,61744.54,40.23872,38.2125,41.00893,-1.595451,36.51833,7.629183,27.53646,0.6093,6.873581,27.54538,4.9843
"2023-09-10 06:00:00",2711,24.25837,85.97887,2.604867,5.166,0.382,6.05,"2023-09-10 05:36:30",140.1253,27.68906,27.53403,27.27,27.77434,27.75947,27.81871,27.54585,27.39,27.83209,"NAN",27.44,27.53268,94.69333,98.67026,96.13879,7.473588,7.785824,7.58785,63702.7,60583.23,64780.77,61035.07,57834.48,61779.35,40.49776,38.19179,41.034,-1.590418,27.10579,7.625197,27.51791,0.5999,6.869196,27.50999,4.9881
"2023-09-10 07:00:00",2712,24.51487,84.89275,2.611789,6.18,0.404,7.05,"2023-09-10 06:59:30",239.0645,27.66954,27.51479,27.43,27.75508,27.73849,27.79725,27.52495,27.37,27.81146,"NAN",27.21,27.51078,94.09111,97.40913,95.15601,7.428597,7.689169,7.513209,63524.83,60524.63,64731.14,60669.02,57804.44,62000.55,40.23403,38.17014,41.19337,-1.603995,31.21532,7.623893,27.48894,0.5985,6.86718,27.49198,5.0254
"2023-09-10 08:00:00",2713,24.49359,84.17202,2.586315,6.82,0.595,8.3,"2023-09-10 07:18:30",324.5368,27.64282,27.48833,27.4,27.73046,27.71712,26.76139,27.50807,27.48,27.7958,"NAN",27.27,27.49424,92.8698,96.19021,94.0229,7.335632,7.595234,7.425931,63524.11,60431.47,64725.22,60708.55,57597.97,61929.96,40.26251,38.02138,41.14252,-1.44777,35.39553,7.620123,27.46968,0.5969,6.8659,27.47753,4.9374
"2023-09-10 09:00:00",2714,24.64657,83.48695,2.588861,6.147,0.476,7.025,"2023-09-10 08:11:00",236.4429,27.62781,27.47285,27.26,27.71589,27.69868,27.7583,27.48515,27.34,27.77342,"NAN",27.33,27.46989,92.55119,96.16972,94.03108,7.312483,7.596719,7.4298,63481.1,60363.11,64719.29,60817.91,57684.59,61824.42,40.3413,38.08379,41.06648,-1.527275,31.85019,7.618791,27.44528,0.6199,6.863393,27.45267,4.9722
"2023-09-10 10:00:00",2715,24.96655,82.55781,2.609384,5.926,0.464,6.75,"2023-09-10 09:28:00",211.9024,27.62168,27.46669,27.35,27.7081,27.69157,27.74729,27.47711,27.42,27.7615,"NAN",27.2,27.46362,93.00455,96.875,94.56264,7.349107,7.653525,7.472636,63450.72,60319.52,64655.59,60690.14,57557.14,61934.48,40.24925,37.99197,41.14578,-1.450951,27.9253,7.619999,27.44875,0.6122,6.864216,27.45367,4.9996
"2023-09-10 11:00:00",2716,25.73198,78.1204,2.583269,6.526,0.766,8.3,"2023-09-10 11:00:00",289.1949,27.64223,27.4865,27.34,27.72926,27.7113,27.76475,27.48536,27.43,27.77606,"NAN",27.23,27.47895,93.78127,98.26645,95.40125,7.407864,7.762306,7.536842,63670.82,60351.84,64760.76,60907.42,57561.11,62006.25,40.40579,37.99483,41.19749,-1.375896,29.26801,7.627584,27.4917,0.6014,6.868047,27.47807,4.9774
"2023-09-10 12:00:00",2717,25.94432,77.21484,2.586532,7.391,0.704,8.75,"2023-09-10 11:19:30",414.7802,27.67235,27.51544,27.46,27.75691,27.73988,27.79753,27.51943,27.44,27.80814,"NAN",27.24,27.50806,95.42514,100.1501,96.9464,7.533829,7.906305,7.654939,63669.35,60329.3,64759.29,60774.02,57533.13,61984.49,40.30968,37.97466,41.18181,-1.371432,25.43069,7.631499,27.52222,0.614,6.873506,27.51684,5.0032
"2023-09-10 13:00:00",2718,26.00042,77.90834,2.618408,6.784,0.515,8.53,"2023-09-10 13:00:00",317.5543,27.70101,27.54422,27.43,27.785,27.76808,27.82691,27.54947,27.51,27.83821,"NAN",27.27,27.53633,97.22229,101.9526,98.50883,7.671788,8.044308,7.7744,63656.76,60365.36,64790.4,60810.14,57508.82,61976.56,40.33571,37.95715,41.17609,-1.229519,34.45404,7.634143,27.5469,0.6144,6.877121,27.54337,4.9829
"2023-09-10 14:00:00",2719,26.06347,78.95979,2.663685,7.111,0.626,8.33,"2023-09-10 13:08:00",367.8965,27.75442,27.59809,27.44,27.83993,27.82224,27.88167,27.5902,27.37,27.88428,"NAN",27.51,27.58631,98.853,104.0017,100.6905,7.792989,8.200026,7.939514,63750.12,60418.69,64920.04,60869.64,57705.58,61822.36,40.37857,38.09892,41.06499,-1.229849,37.65045,7.646072,27.62092,0.6039,6.885883,27.60949,4.9842
"2023-09-10 15:00:00",2720,26.13545,79.09691,2.679658,7.542,0.528,8.95,"2023-09-10 14:36:30",435.2211,27.8284,27.67305,27.38,27.91427,27.89703,26.79098,27.65723,27.51,27.96349,"NAN",27.64,27.66536,100.2855,106.0931,101.6087,7.895395,8.354985,8.00067,63716.03,60432.98,64949.64,60902.97,57557.77,61686.63,40.40259,37.99242,40.96721,-1.473864,26.82199,7.654769,27.67517,0.6058,6.895261,27.67727,5.0093
"2023-09-10 16:00:00",2721,26.20053,78.58448,2.672627,7.301,0.572,8.7,"2023-09-10 15:59:30",396.333,27.86528,27.70971,27.69,27.95121,27.93536,27.99989,27.71203,27.68,28.00769,"NAN",27.47,27.70657,102.0642,106.6639,102.8289,8.030204,8.391751,8.090821,63809.39,60432.96,64974.83,60656.56,57389.07,61906.09,40.22505,37.87087,41.12532,-2.134868,8.239444,7.658638,27.70344,0.6005,6.899687,27.71094,4.9725
"2023-09-10 17:00:00",2722,26.2373,79.92855,2.724144,8.09,0.555,9.6,"2023-09-10 16:05:30",536.9326,27.88452,27.72843,27.69,27.96948,27.95379,27.91031,27.74173,27.58,28.03235,"NAN",27.66,27.72869,103.0514,107.9302,104.2083,8.105183,8.486905,8.196134,63791.61,60388.65,64991.15,60621.39,57439.85,61707.51,40.19971,37.90746,40.98225,-2.099727,30.92469,7.661897,27.71794,0.6123,6.901684,27.72326,5.0342
"2023-09-10 18:00:00",2723,26.25471,79.34411,2.707078,8.63,0.593,9.9,"2023-09-10 17:35:30",652.7968,27.88582,27.72841,27.62,27.9684,27.9524,28.0208,27.74131,27.6,28.03402,"NAN",27.64,27.72883,103.7058,107.2545,104.4326,8.156654,8.433836,8.213762,63720.48,60295.48,64952.62,60630.23,57334.06,61701.89,40.20609,37.83124,40.9782,-2.13286,31.16241,7.661646,27.70313,0.6085,6.900367,27.71033,4.9818
"2023-09-10 19:00:00",2724,26.18883,79.86835,2.714333,8.3,0.628,10.3,"2023-09-10 18:09:30",581.1114,27.86042,27.70406,27.51,27.94235,27.92593,26.83088,27.71909,27.52,28.00928,"NAN",27.47,27.70514,103.8296,106.6553,104.1166,8.169926,8.390027,8.192353,63691.57,60242.13,64921.51,60736.18,57362.85,61875.25,40.28242,37.85198,41.1031,-2.247176,29.6,7.658098,27.67068,0.5921,6.896613,27.68077,4.9184
"2023-09-10 20:00:00",2725,26.15379,80.12054,2.717288,7.157,0.536,8.65,"2023-09-10 19:33:30",372.8698,27.83178,27.67534,27.5,27.91502,27.89906,27.96584,27.68502,27.58,27.98019,"NAN",27.55,27.67603,102.6374,105.5745,103.0933,8.080235,8.310033,8.116023,63755.31,60242.14,64892.63,60821.27,57303.07,61759.48,40.34372,37.80891,41.01969,-2.188733,22.87865,7.654608,27.64472,0.6223,6.892496,27.64725,4.9518
"2023-09-10 21:00:00",2726,26.14351,79.89119,2.707858,6.489,0.493,7.475,"2023-09-10 20:08:00",277.9998,27.79967,27.64244,27.58,27.88253,27.86625,27.9341,27.65539,27.43,27.94922,"NAN",27.53,27.64369,101.2763,104.3191,101.7041,7.977744,8.215536,8.011264,63675.28,60197.8,64857.07,60651.54,57413.09,61754.86,40.22144,37.88818,41.01637,-2.113059,29.17327,7.65109,27.61784,0.589,6.888824,27.618,5.0053
